n_processos,array_size,custom,iteration,time
8,32768,true,3,0.000394
8,32768,true,4,0.000392
8,32768,true,5,0.000359
8,32768,true,6,0.000365
8,32768,true,7,0.000394
8,32768,true,8,0.000370
8,32768,true,9,0.000388
8,32768,true,10,0.000384
8,32768,true,11,0.000363
8,32768,true,12,0.000370
8,32768,true,13,0.000393
8,32768,true,14,0.000396
8,32768,true,15,0.000369
8,32768,true,16,0.000381
8,32768,true,17,0.000384
8,32768,true,18,0.000377
8,32768,true,19,0.000364
8,32768,true,20,0.000398
8,32768,true,21,0.000393
8,32768,true,22,0.000370
8,32768,true,23,0.000371
8,32768,true,24,0.000379
8,32768,true,25,0.000390
8,32768,true,26,0.000393
8,32768,true,27,0.000382
8,32768,true,28,0.000400
8,32768,true,29,0.000369
8,32768,true,30,0.000399
16,32768,true,1,0.001018
16,32768,true,2,0.000960
16,32768,true,3,0.000980
16,32768,true,4,0.000951
16,32768,true,5,0.000951
16,32768,true,6,0.001076
16,32768,true,7,0.000984
16,32768,true,8,0.000998
16,32768,true,9,0.000945
16,32768,true,10,0.000941
16,32768,true,11,0.001030
16,32768,true,12,0.001018
16,32768,true,13,0.001028
16,32768,true,14,0.001155
16,32768,true,15,0.001075
16,32768,true,16,0.000959
16,32768,true,17,0.000964
16,32768,true,18,0.001056
16,32768,true,19,0.000965
16,32768,true,20,0.000935
16,32768,true,21,0.000932
16,32768,true,22,0.001022
16,32768,true,23,0.000944
16,32768,true,24,0.000941
16,32768,true,25,0.001004
16,32768,true,26,0.000945
16,32768,true,27,0.000958
16,32768,true,28,0.001037
16,32768,true,29,0.000963
16,32768,true,30,0.000993
32,32768,true,1,0.002640
32,32768,true,2,0.002645
32,32768,true,3,0.002727
32,32768,true,4,0.003305
32,32768,true,5,0.002917
32,32768,true,6,0.002523
32,32768,true,7,0.002666
32,32768,true,8,0.002537
32,32768,true,9,0.002656
32,32768,true,10,0.002683
32,32768,true,11,0.002624
32,32768,true,12,0.002550
32,32768,true,13,0.002972
32,32768,true,14,0.002535
32,32768,true,15,0.002544
32,32768,true,16,0.003336
32,32768,true,17,0.002407
32,32768,true,18,0.002571
32,32768,true,19,0.002691
32,32768,true,20,0.002557
32,32768,true,21,0.002476
32,32768,true,22,0.002665
32,32768,true,23,0.007764
32,32768,true,24,0.002642
32,32768,true,25,0.002637
32,32768,true,26,0.003053
32,32768,true,27,0.002805
32,32768,true,28,0.002649
32,32768,true,29,0.002543
32,32768,true,30,0.003001
1,65536,true,1,0.000000
1,65536,true,2,0.000000
1,65536,true,3,0.000004
1,65536,true,4,0.000000
1,65536,true,5,0.000000
1,65536,true,6,0.000000
1,65536,true,7,0.000000
1,65536,true,8,0.000001
1,65536,true,9,0.000000
1,65536,true,10,0.000000
1,65536,true,11,0.000000
1,65536,true,12,0.000000
1,65536,true,13,0.000000
1,65536,true,14,0.000000
1,65536,true,15,0.000000
1,65536,true,16,0.000000
1,65536,true,17,0.000000
1,65536,true,18,0.000000
1,65536,true,19,0.000000
1,65536,true,20,0.000000
1,65536,true,21,0.000000
1,65536,true,22,0.000000
1,65536,true,23,0.000000
1,65536,true,24,0.000000
1,65536,true,25,0.000000
1,65536,true,26,0.000000
1,65536,true,27,0.000000
1,65536,true,28,0.000000
1,65536,true,29,0.000003
1,65536,true,30,0.000000
2,65536,true,1,0.000107
2,65536,true,2,0.000103
2,65536,true,3,0.000104
2,65536,true,4,0.000102
2,65536,true,5,0.000107
2,65536,true,6,0.000117
2,65536,true,7,0.000102
2,65536,true,8,0.000099
2,65536,true,9,0.000146
2,65536,true,10,0.000133
2,65536,true,11,0.000166
2,65536,true,12,0.000097
2,65536,true,13,0.000102
2,65536,true,14,0.000121
2,65536,true,15,0.000101
2,65536,true,16,0.000097
2,65536,true,17,0.000101
2,65536,true,18,0.000104
2,65536,true,19,0.000097
2,65536,true,20,0.000102
2,65536,true,21,0.000110
2,65536,true,22,0.000115
2,65536,true,23,0.000113
2,65536,true,24,0.000097
2,65536,true,25,0.000102
2,65536,true,26,0.000103
2,65536,true,27,0.000098
2,65536,true,28,0.000103
2,65536,true,29,0.000099
2,65536,true,30,0.000101
4,65536,true,1,0.000242
4,65536,true,2,0.000268
4,65536,true,3,0.000260
4,65536,true,4,0.000237
4,65536,true,5,0.000265
4,65536,true,6,0.000238
4,65536,true,7,0.000296
4,65536,true,8,0.000264
4,65536,true,9,0.000247
4,65536,true,10,0.000270
4,65536,true,11,0.000274
4,65536,true,12,0.000265
4,65536,true,13,0.000265
4,65536,true,14,0.000272
4,65536,true,15,0.000267
4,65536,true,16,0.000240
4,65536,true,17,0.000240
4,65536,true,18,0.000240
4,65536,true,19,0.000241
4,65536,true,20,0.000236
4,65536,true,21,0.000240
4,65536,true,22,0.000280
4,65536,true,23,0.000281
4,65536,true,24,0.000239
4,65536,true,25,0.000235
4,65536,true,26,0.000281
4,65536,true,27,0.000243
4,65536,true,28,0.000279
4,65536,true,29,0.000259
4,65536,true,30,0.000285
8,65536,true,1,0.000622
8,65536,true,2,0.000614
8,65536,true,3,0.000622
8,65536,true,4,0.000633
8,65536,true,5,0.000615
8,65536,true,6,0.000643
8,65536,true,7,0.000642
8,65536,true,8,0.000671
8,65536,true,9,0.000634
8,65536,true,10,0.000631
8,65536,true,11,0.000693
8,65536,true,12,0.000664
8,65536,true,13,0.000683
8,65536,true,14,0.000664
8,65536,true,15,0.000679
8,65536,true,16,0.000644
8,65536,true,17,0.000677
8,65536,true,18,0.000687
8,65536,true,19,0.000663
8,65536,true,20,0.000639
8,65536,true,21,0.000673
8,65536,true,22,0.000683
8,65536,true,23,0.000673
8,65536,true,24,0.000613
8,65536,true,25,0.000617
8,65536,true,26,0.000626
8,65536,true,27,0.000625
8,65536,true,28,0.000690
8,65536,true,29,0.000625
8,65536,true,30,0.000702
16,65536,true,1,0.001627
16,65536,true,2,0.001715
16,65536,true,3,0.001714
16,65536,true,4,0.001649
16,65536,true,5,0.001700
16,65536,true,6,0.001704
16,65536,true,7,0.001714
16,65536,true,8,0.001732
16,65536,true,9,0.001624
16,65536,true,10,0.001631
16,65536,true,11,0.001637
16,65536,true,12,0.001643
16,65536,true,13,0.001683
16,65536,true,14,0.001728
16,65536,true,15,0.001731
16,65536,true,16,0.001685
16,65536,true,17,0.001635
16,65536,true,18,0.001775
16,65536,true,19,0.001639
16,65536,true,20,0.001667
16,65536,true,21,0.001650
16,65536,true,22,0.001629
16,65536,true,23,0.001618
16,65536,true,24,0.001720
16,65536,true,25,0.001703
16,65536,true,26,0.001698
16,65536,true,27,0.001682
16,65536,true,28,0.001703
16,65536,true,29,0.001681
16,65536,true,30,0.001781
32,65536,true,1,0.008058
32,65536,true,2,0.004468
32,65536,true,3,0.004093
32,65536,true,4,0.004924
32,65536,true,5,0.004201
32,65536,true,6,0.004301
32,65536,true,7,0.004101
32,65536,true,8,0.004255
32,65536,true,9,0.004945
32,65536,true,10,0.004346
32,65536,true,11,0.004745
32,65536,true,12,0.004480
32,65536,true,13,0.004492
32,65536,true,14,0.004659
32,65536,true,15,0.006387
32,65536,true,16,0.004358
32,65536,true,17,0.004409
32,65536,true,18,0.004220
32,65536,true,19,0.005366
32,65536,true,20,0.004342
32,65536,true,21,0.004229
32,65536,true,22,0.004629
32,65536,true,23,0.008165
32,65536,true,24,0.004427
32,65536,true,25,0.004077
32,65536,true,26,0.006874
32,65536,true,27,0.004220
32,65536,true,28,0.004156
32,65536,true,29,0.005349
32,65536,true,30,0.004432
1,131072,true,1,0.000003
1,131072,true,2,0.000000
1,131072,true,3,0.000000
1,131072,true,4,0.000000
1,131072,true,5,0.000000
1,131072,true,6,0.000003
1,131072,true,7,0.000000
1,131072,true,8,0.000000
1,131072,true,9,0.000000
1,131072,true,10,0.000000
1,131072,true,11,0.000000
1,131072,true,12,0.000003
1,131072,true,13,0.000000
1,131072,true,14,0.000000
1,131072,true,15,0.000000
1,131072,true,16,0.000000
1,131072,true,17,0.000000
1,131072,true,18,0.000003
1,131072,true,19,0.000000
1,131072,true,20,0.000000
1,131072,true,21,0.000003
1,131072,true,22,0.000000
1,131072,true,23,0.000000
1,131072,true,24,0.000000
1,131072,true,25,0.000003
1,131072,true,26,0.000001
1,131072,true,27,0.000000
1,131072,true,28,0.000003
1,131072,true,29,0.000000
1,131072,true,30,0.000000
2,131072,true,1,0.000182
2,131072,true,2,0.000176
2,131072,true,3,0.000177
2,131072,true,4,0.000184
2,131072,true,5,0.000175
2,131072,true,6,0.000181
2,131072,true,7,0.000195
2,131072,true,8,0.000180
2,131072,true,9,0.000173
2,131072,true,10,0.000177
2,131072,true,11,0.000176
2,131072,true,12,0.000176
2,131072,true,13,0.000175
2,131072,true,14,0.000180
2,131072,true,15,0.000178
2,131072,true,16,0.000184
2,131072,true,17,0.000175
2,131072,true,18,0.000179
2,131072,true,19,0.000178
2,131072,true,20,0.000178
2,131072,true,21,0.000176
2,131072,true,22,0.000177
2,131072,true,23,0.000178
2,131072,true,24,0.000178
2,131072,true,25,0.000177
2,131072,true,26,0.000177
2,131072,true,27,0.000176
2,131072,true,28,0.000177
2,131072,true,29,0.000181
2,131072,true,30,0.000186
4,131072,true,1,0.000440
4,131072,true,2,0.000528
4,131072,true,3,0.000450
4,131072,true,4,0.000440
4,131072,true,5,0.000517
4,131072,true,6,0.000490
4,131072,true,7,0.000419
4,131072,true,8,0.000514
4,131072,true,9,0.000430
4,131072,true,10,0.000438
4,131072,true,11,0.000436
4,131072,true,12,0.000520
4,131072,true,13,0.000435
4,131072,true,14,0.000519
4,131072,true,15,0.000525
4,131072,true,16,0.000487
4,131072,true,17,0.000536
4,131072,true,18,0.000433
4,131072,true,19,0.000434
4,131072,true,20,0.000435
4,131072,true,21,0.000429
4,131072,true,22,0.000476
4,131072,true,23,0.000440
4,131072,true,24,0.000490
4,131072,true,25,0.000535
4,131072,true,26,0.000441
4,131072,true,27,0.000452
4,131072,true,28,0.000437
4,131072,true,29,0.000446
4,131072,true,30,0.000437
8,131072,true,1,0.001273
8,131072,true,2,0.001218
8,131072,true,3,0.001152
8,131072,true,4,0.001227
8,131072,true,5,0.001182
8,131072,true,6,0.001263
8,131072,true,7,0.001227
8,131072,true,8,0.001176
8,131072,true,9,0.001219
8,131072,true,10,0.001139
8,131072,true,11,0.001223
8,131072,true,12,0.001150
8,131072,true,13,0.001133
8,131072,true,14,0.001235
8,131072,true,15,0.001272
8,131072,true,16,0.001249
8,131072,true,17,0.001775
8,131072,true,18,0.001183
8,131072,true,19,0.001227
8,131072,true,20,0.001141
8,131072,true,21,0.001333
8,131072,true,22,0.001253
8,131072,true,23,0.001241
8,131072,true,24,0.001223
8,131072,true,25,0.001256
8,131072,true,26,0.001140
8,131072,true,27,0.001182
8,131072,true,28,0.001275
8,131072,true,29,0.001162
8,131072,true,30,0.001307
16,131072,true,1,0.003097
16,131072,true,2,0.003029
16,131072,true,3,0.003136
16,131072,true,4,0.003144
16,131072,true,5,0.003007
16,131072,true,6,0.003175
16,131072,true,7,0.003040
16,131072,true,8,0.003165
16,131072,true,9,0.003025
16,131072,true,10,0.002991
16,131072,true,11,0.002984
16,131072,true,12,0.003031
16,131072,true,13,0.002992
16,131072,true,14,0.003000
16,131072,true,15,0.003020
16,131072,true,16,0.003109
16,131072,true,17,0.003154
16,131072,true,18,0.003444
16,131072,true,19,0.003085
16,131072,true,20,0.003134
16,131072,true,21,0.003316
16,131072,true,22,0.003158
16,131072,true,23,0.003005
16,131072,true,24,0.003272
16,131072,true,25,0.002970
16,131072,true,26,0.003862
16,131072,true,27,0.003012
16,131072,true,28,0.003020
16,131072,true,29,0.003195
16,131072,true,30,0.003202
32,131072,true,1,0.006842
32,131072,true,2,0.007749
32,131072,true,3,0.008027
32,131072,true,4,0.007454
32,131072,true,5,0.007735
32,131072,true,6,0.007824
32,131072,true,7,0.007873
32,131072,true,8,0.008013
32,131072,true,9,0.016847
32,131072,true,10,0.007336
32,131072,true,11,0.008891
32,131072,true,12,0.007998
32,131072,true,13,0.008132
32,131072,true,14,0.007809
32,131072,true,15,0.007579
32,131072,true,16,0.007938
32,131072,true,17,0.008020
32,131072,true,18,0.012735
32,131072,true,19,0.008027
32,131072,true,20,0.007633
32,131072,true,21,0.008176
32,131072,true,22,0.007761
32,131072,true,23,0.014974
32,131072,true,24,0.007814
32,131072,true,25,0.008513
32,131072,true,26,0.007478
32,131072,true,27,0.008076
32,131072,true,28,0.008055
32,131072,true,29,0.007600
32,131072,true,30,0.010122
1,1024,false,1,0.000000
1,1024,false,2,0.000000
1,1024,false,3,0.000000
1,1024,false,4,0.000000
1,1024,false,5,0.000000
1,1024,false,6,0.000000
1,1024,false,7,0.000000
1,1024,false,8,0.000000
1,1024,false,9,0.000000
1,1024,false,10,0.000000
1,1024,false,11,0.000000
1,1024,false,12,0.000000
1,1024,false,13,0.000000
1,1024,false,14,0.000000
1,1024,false,15,0.000000
1,1024,false,16,0.000000
1,1024,false,17,0.000000
1,1024,false,18,0.000000
1,1024,false,19,0.000000
1,1024,false,20,0.000000
1,1024,false,21,0.000000
1,1024,false,22,0.000000
1,1024,false,23,0.000000
1,1024,false,24,0.000000
1,1024,false,25,0.000000
1,1024,false,26,0.000000
1,1024,false,27,0.000000
1,1024,false,28,0.000000
1,1024,false,29,0.000000
1,1024,false,30,0.000000
2,1024,false,1,0.000019
2,1024,false,2,0.000022
2,1024,false,3,0.000019
2,1024,false,4,0.000023
2,1024,false,5,0.000020
2,1024,false,6,0.000024
2,1024,false,7,0.000020
2,1024,false,8,0.000020
2,1024,false,9,0.000021
2,1024,false,10,0.000021
2,1024,false,11,0.000023
2,1024,false,12,0.000021
2,1024,false,13,0.000022
2,1024,false,14,0.000021
2,1024,false,15,0.000024
2,1024,false,16,0.000023
2,1024,false,17,0.000020
2,1024,false,18,0.000023
2,1024,false,19,0.000022
2,1024,false,20,0.000022
2,1024,false,21,0.000019
2,1024,false,22,0.000024
2,1024,false,23,0.000020
2,1024,false,24,0.000025
2,1024,false,25,0.000020
2,1024,false,26,0.000019
2,1024,false,27,0.000022
2,1024,false,28,0.000020
2,1024,false,29,0.000022
2,1024,false,30,0.000023
4,1024,false,1,0.000033
4,1024,false,2,0.000041
4,1024,false,3,0.000034
4,1024,false,4,0.000037
4,1024,false,5,0.000035
4,1024,false,6,0.000034
4,1024,false,7,0.000042
4,1024,false,8,0.000036
4,1024,false,9,0.000038
4,1024,false,10,0.000038
4,1024,false,11,0.000041
4,1024,false,12,0.000039
4,1024,false,13,0.000037
4,1024,false,14,0.000033
4,1024,false,15,0.000035
4,1024,false,16,0.000039
4,1024,false,17,0.000034
4,1024,false,18,0.000036
4,1024,false,19,0.000043
4,1024,false,20,0.000039
4,1024,false,21,0.000036
4,1024,false,22,0.000036
4,1024,false,23,0.000036
4,1024,false,24,0.000035
4,1024,false,25,0.000037
4,1024,false,26,0.000034
4,1024,false,27,0.000033
4,1024,false,28,0.000035
4,1024,false,29,0.000039
4,1024,false,30,0.000032
8,1024,false,1,0.000051
8,1024,false,2,0.000055
8,1024,false,3,0.000044
8,1024,false,4,0.000053
8,1024,false,5,0.000048
8,1024,false,6,0.000045
8,1024,false,7,0.000047
8,1024,false,8,0.000048
8,1024,false,9,0.000049
8,1024,false,10,0.000045
8,1024,false,11,0.000050
8,1024,false,12,0.000050
8,1024,false,13,0.000045
8,1024,false,14,0.000045
8,1024,false,15,0.000045
8,1024,false,16,0.000041
8,1024,false,17,0.000047
8,1024,false,18,0.000057
8,1024,false,19,0.000047
8,1024,false,20,0.000047
8,1024,false,21,0.000045
8,1024,false,22,0.000047
8,1024,false,23,0.000043
8,1024,false,24,0.000055
8,1024,false,25,0.000049
8,1024,false,26,0.000047
8,1024,false,27,0.000051
8,1024,false,28,0.000047
8,1024,false,29,0.000050
8,1024,false,30,0.000050
16,1024,false,1,0.000081
16,1024,false,2,0.000113
16,1024,false,3,0.000204
16,1024,false,4,0.000108
16,1024,false,5,0.000109
16,1024,false,6,0.000228
16,1024,false,7,0.000082
16,1024,false,8,0.000114
16,1024,false,9,0.000101
16,1024,false,10,0.000119
16,1024,false,11,0.000115
16,1024,false,12,0.000129
16,1024,false,13,0.000120
16,1024,false,14,0.000730
16,1024,false,15,0.000150
16,1024,false,16,0.000171
16,1024,false,17,0.000086
16,1024,false,18,0.000136
16,1024,false,19,0.000088
16,1024,false,20,0.000138
16,1024,false,21,0.000110
16,1024,false,22,0.000120
16,1024,false,23,0.000128
16,1024,false,24,0.000094
16,1024,false,25,0.000099
16,1024,false,26,0.000122
16,1024,false,27,0.000087
16,1024,false,28,0.000139
16,1024,false,29,0.000147
16,1024,false,30,0.000096
32,1024,false,1,0.000307
32,1024,false,2,0.000855
32,1024,false,3,0.001666
32,1024,false,4,0.000470
32,1024,false,5,0.000523
32,1024,false,6,0.000490
32,1024,false,7,0.000367
32,1024,false,8,0.000867
32,1024,false,9,0.000425
32,1024,false,10,0.000386
32,1024,false,11,0.000470
32,1024,false,12,0.000447
32,1024,false,13,0.000471
32,1024,false,14,0.000449
32,1024,false,15,0.000400
32,1024,false,16,0.000755
32,1024,false,17,0.000897
32,1024,false,18,0.000536
32,1024,false,19,0.003750
32,1024,false,20,0.000385
32,1024,false,21,0.000461
32,1024,false,22,0.000217
32,1024,false,23,0.000434
32,1024,false,24,0.000495
32,1024,false,25,0.000524
32,1024,false,26,0.000367
32,1024,false,27,0.000645
32,1024,false,28,0.000530
32,1024,false,29,0.000376
32,1024,false,30,0.000562
1,2048,false,1,0.000000
1,2048,false,2,0.000000
1,2048,false,3,0.000000
1,2048,false,4,0.000000
1,2048,false,5,0.000000
1,2048,false,6,0.000000
1,2048,false,7,0.000000
1,2048,false,8,0.000000
1,2048,false,9,0.000000
1,2048,false,10,0.000000
1,2048,false,11,0.000000
1,2048,false,12,0.000000
1,2048,false,13,0.000000
1,2048,false,14,0.000000
1,2048,false,15,0.000000
1,2048,false,16,0.000000
1,2048,false,17,0.000000
1,2048,false,18,0.000000
1,2048,false,19,0.000000
1,2048,false,20,0.000000
1,2048,false,21,0.000000
1,2048,false,22,0.000000
1,2048,false,23,0.000000
1,2048,false,24,0.000000
1,2048,false,25,0.000000
1,2048,false,26,0.000000
1,2048,false,27,0.000000
1,2048,false,28,0.000000
1,2048,false,29,0.000000
1,2048,false,30,0.000000
2,2048,false,1,0.000026
2,2048,false,2,0.000024
2,2048,false,3,0.000025
2,2048,false,4,0.000024
2,2048,false,5,0.000027
2,2048,false,6,0.000023
2,2048,false,7,0.000027
2,2048,false,8,0.000025
2,2048,false,9,0.000024
2,2048,false,10,0.000026
2,2048,false,11,0.000026
2,2048,false,12,0.000024
2,2048,false,13,0.000027
2,2048,false,14,0.000025
2,2048,false,15,0.000026
2,2048,false,16,0.000026
2,2048,false,17,0.000022
2,2048,false,18,0.000024
2,2048,false,19,0.000021
2,2048,false,20,0.000027
2,2048,false,21,0.000022
2,2048,false,22,0.000024
2,2048,false,23,0.000023
2,2048,false,24,0.000026
2,2048,false,25,0.000028
2,2048,false,26,0.000026
2,2048,false,27,0.000024
2,2048,false,28,0.000024
2,2048,false,29,0.000021
2,2048,false,30,0.000024
4,2048,false,1,0.000026
4,2048,false,2,0.000028
4,2048,false,3,0.000028
4,2048,false,4,0.000027
4,2048,false,5,0.000026
4,2048,false,6,0.000023
4,2048,false,7,0.000029
4,2048,false,8,0.000024
4,2048,false,9,0.000028
4,2048,false,10,0.000024
4,2048,false,11,0.000023
4,2048,false,12,0.000026
4,2048,false,13,0.000026
4,2048,false,14,0.000023
4,2048,false,15,0.000025
4,2048,false,16,0.000024
4,2048,false,17,0.000023
4,2048,false,18,0.000024
4,2048,false,19,0.000025
4,2048,false,20,0.000026
4,2048,false,21,0.000037
4,2048,false,22,0.000025
4,2048,false,23,0.000030
4,2048,false,24,0.000024
4,2048,false,25,0.000024
4,2048,false,26,0.000029
4,2048,false,27,0.000027
4,2048,false,28,0.000026
4,2048,false,29,0.000024
4,2048,false,30,0.000026
8,2048,false,1,0.000059
8,2048,false,2,0.000058
8,2048,false,3,0.000052
8,2048,false,4,0.000062
8,2048,false,5,0.000056
8,2048,false,6,0.000053
8,2048,false,7,0.000050
8,2048,false,8,0.000055
8,2048,false,9,0.000063
8,2048,false,10,0.000053
8,2048,false,11,0.000062
8,2048,false,12,0.000056
8,2048,false,13,0.000061
8,2048,false,14,0.000061
8,2048,false,15,0.000054
8,2048,false,16,0.000054
8,2048,false,17,0.000057
8,2048,false,18,0.000055
8,2048,false,19,0.000087
8,2048,false,20,0.000060
8,2048,false,21,0.000057
8,2048,false,22,0.000055
8,2048,false,23,0.000052
8,2048,false,24,0.000059
8,2048,false,25,0.000059
8,2048,false,26,0.000058
8,2048,false,27,0.000055
8,2048,false,28,0.000053
8,2048,false,29,0.000056
8,2048,false,30,0.000057
16,2048,false,1,0.000100
16,2048,false,2,0.000100
16,2048,false,3,0.000120
16,2048,false,4,0.000093
16,2048,false,5,0.000102
16,2048,false,6,0.000103
16,2048,false,7,0.000136
16,2048,false,8,0.000135
16,2048,false,9,0.000087
16,2048,false,10,0.000127
16,2048,false,11,0.000122
16,2048,false,12,0.000159
16,2048,false,13,0.000122
16,2048,false,14,0.000105
16,2048,false,15,0.000086
16,2048,false,16,0.000183
16,2048,false,17,0.000152
16,2048,false,18,0.000111
16,2048,false,19,0.000118
16,2048,false,20,0.000078
16,2048,false,21,0.000101
16,2048,false,22,0.000134
16,2048,false,23,0.000094
16,2048,false,24,0.000114
16,2048,false,25,0.000101
16,2048,false,26,0.000159
16,2048,false,27,0.000132
16,2048,false,28,0.000082
16,2048,false,29,0.000079
16,2048,false,30,0.000132
32,2048,false,1,0.000491
32,2048,false,2,0.000536
32,2048,false,3,0.000422
32,2048,false,4,0.000360
32,2048,false,5,0.000463
32,2048,false,6,0.000555
32,2048,false,7,0.000477
32,2048,false,8,0.001233
32,2048,false,9,0.000535
32,2048,false,10,0.000708
32,2048,false,11,0.000647
32,2048,false,12,0.000432
32,2048,false,13,0.000461
32,2048,false,14,0.000745
32,2048,false,15,0.000342
32,2048,false,16,0.000419
32,2048,false,17,0.002405
32,2048,false,18,0.000483
32,2048,false,19,0.000435
32,2048,false,20,0.000362
32,2048,false,21,0.000394
32,2048,false,22,0.000238
32,2048,false,23,0.001240
32,2048,false,24,0.000584
32,2048,false,25,0.000427
32,2048,false,26,0.000370
32,2048,false,27,0.000570
32,2048,false,28,0.000444
32,2048,false,29,0.000400
32,2048,false,30,0.000554
1,4096,false,1,0.000000
1,4096,false,2,0.000000
1,4096,false,3,0.000000
1,4096,false,4,0.000000
1,4096,false,5,0.000000
1,4096,false,6,0.000000
1,4096,false,7,0.000000
1,4096,false,8,0.000000
1,4096,false,9,0.000000
1,4096,false,10,0.000000
1,4096,false,11,0.000000
1,4096,false,12,0.000000
1,4096,false,13,0.000000
1,4096,false,14,0.000000
1,4096,false,15,0.000000
1,4096,false,16,0.000000
1,4096,false,17,0.000000
1,4096,false,18,0.000000
1,4096,false,19,0.000001
1,4096,false,20,0.000000
1,4096,false,21,0.000000
1,4096,false,22,0.000000
1,4096,false,23,0.000000
1,4096,false,24,0.000000
1,4096,false,25,0.000000
1,4096,false,26,0.000000
1,4096,false,27,0.000000
1,4096,false,28,0.000000
1,4096,false,29,0.000000
1,4096,false,30,0.000000
2,4096,false,1,0.000027
2,4096,false,2,0.000025
2,4096,false,3,0.000025
2,4096,false,4,0.000031
2,4096,false,5,0.000028
2,4096,false,6,0.000027
2,4096,false,7,0.000025
2,4096,false,8,0.000029
2,4096,false,9,0.000031
2,4096,false,10,0.000025
2,4096,false,11,0.000029
2,4096,false,12,0.000026
2,4096,false,13,0.000028
2,4096,false,14,0.000025
2,4096,false,15,0.000029
2,4096,false,16,0.000025
2,4096,false,17,0.000028
2,4096,false,18,0.000028
2,4096,false,19,0.000027
2,4096,false,20,0.000027
2,4096,false,21,0.000026
2,4096,false,22,0.000025
2,4096,false,23,0.000027
2,4096,false,24,0.000026
2,4096,false,25,0.000025
2,4096,false,26,0.000025
2,4096,false,27,0.000031
2,4096,false,28,0.000025
2,4096,false,29,0.000027
2,4096,false,30,0.000025
4,4096,false,1,0.000030
4,4096,false,2,0.000027
4,4096,false,3,0.000028
4,4096,false,4,0.000028
4,4096,false,5,0.000027
4,4096,false,6,0.000031
4,4096,false,7,0.000028
4,4096,false,8,0.000027
4,4096,false,9,0.000032
4,4096,false,10,0.000028
4,4096,false,11,0.000026
4,4096,false,12,0.000033
4,4096,false,13,0.000028
4,4096,false,14,0.000027
4,4096,false,15,0.000027
4,4096,false,16,0.000029
4,4096,false,17,0.000030
4,4096,false,18,0.000027
4,4096,false,19,0.000026
4,4096,false,20,0.000028
4,4096,false,21,0.000030
4,4096,false,22,0.000032
4,4096,false,23,0.000031
4,4096,false,24,0.000027
4,4096,false,25,0.000030
4,4096,false,26,0.000031
4,4096,false,27,0.000027
4,4096,false,28,0.000030
4,4096,false,29,0.000028
4,4096,false,30,0.000027
8,4096,false,1,0.000059
8,4096,false,2,0.000068
8,4096,false,3,0.000071
8,4096,false,4,0.000059
8,4096,false,5,0.000062
8,4096,false,6,0.000070
8,4096,false,7,0.000065
8,4096,false,8,0.000067
8,4096,false,9,0.000064
8,4096,false,10,0.000055
8,4096,false,11,0.000068
8,4096,false,12,0.000063
8,4096,false,13,0.000061
8,4096,false,14,0.000064
8,4096,false,15,0.000067
8,4096,false,16,0.000063
8,4096,false,17,0.000067
8,4096,false,18,0.000066
8,4096,false,19,0.000061
8,4096,false,20,0.000071
8,4096,false,21,0.000065
8,4096,false,22,0.000070
8,4096,false,23,0.000066
8,4096,false,24,0.000063
8,4096,false,25,0.000061
8,4096,false,26,0.000069
8,4096,false,27,0.000063
8,4096,false,28,0.000064
8,4096,false,29,0.000066
8,4096,false,30,0.000068
16,4096,false,1,0.000156
16,4096,false,2,0.000152
16,4096,false,3,0.000106
16,4096,false,4,0.002966
16,4096,false,5,0.000158
16,4096,false,6,0.000140
16,4096,false,7,0.000093
16,4096,false,8,0.000119
16,4096,false,9,0.000118
16,4096,false,10,0.000137
16,4096,false,11,0.000212
16,4096,false,12,0.000164
16,4096,false,13,0.000111
16,4096,false,14,0.000105
16,4096,false,15,0.000186
16,4096,false,16,0.000096
16,4096,false,17,0.000146
16,4096,false,18,0.000146
16,4096,false,19,0.000100
16,4096,false,20,0.000105
16,4096,false,21,0.000362
16,4096,false,22,0.000121
16,4096,false,23,0.000133
16,4096,false,24,0.000112
16,4096,false,25,0.000145
16,4096,false,26,0.000107
16,4096,false,27,0.000140
16,4096,false,28,0.000150
16,4096,false,29,0.000097
16,4096,false,30,0.000164
32,4096,false,1,0.002584
32,4096,false,2,0.000525
32,4096,false,3,0.000422
32,4096,false,4,0.000519
32,4096,false,5,0.000378
32,4096,false,6,0.000521
32,4096,false,7,0.000411
32,4096,false,8,0.000703
32,4096,false,9,0.000475
32,4096,false,10,0.000455
32,4096,false,11,0.000436
32,4096,false,12,0.000440
32,4096,false,13,0.000480
32,4096,false,14,0.000556
32,4096,false,15,0.000613
32,4096,false,16,0.000396
32,4096,false,17,0.000717
32,4096,false,18,0.000699
32,4096,false,19,0.000455
32,4096,false,20,0.000510
32,4096,false,21,0.000415
32,4096,false,22,0.000683
32,4096,false,23,0.000196
32,4096,false,24,0.000779
32,4096,false,25,0.000334
32,4096,false,26,0.000324
32,4096,false,27,0.000925
32,4096,false,28,0.000459
32,4096,false,29,0.000634
32,4096,false,30,0.000268
1,8192,false,1,0.000000
1,8192,false,2,0.000000
1,8192,false,3,0.000000
1,8192,false,4,0.000000
1,8192,false,5,0.000000
1,8192,false,6,0.000000
1,8192,false,7,0.000000
1,8192,false,8,0.000000
1,8192,false,9,0.000000
1,8192,false,10,0.000000
