n_processos,array_size,custom,iteration,time
1,8192,false,11,0.000000
1,8192,false,12,0.000000
1,8192,false,13,0.000000
1,8192,false,14,0.000000
1,8192,false,15,0.000000
1,8192,false,16,0.000000
1,8192,false,17,0.000000
1,8192,false,18,0.000000
1,8192,false,19,0.000000
1,8192,false,20,0.000000
1,8192,false,21,0.000000
1,8192,false,22,0.000000
1,8192,false,23,0.000000
1,8192,false,24,0.000000
1,8192,false,25,0.000000
1,8192,false,26,0.000000
1,8192,false,27,0.000000
1,8192,false,28,0.000000
1,8192,false,29,0.000000
1,8192,false,30,0.000000
2,8192,false,1,0.000033
2,8192,false,2,0.000035
2,8192,false,3,0.000033
2,8192,false,4,0.000033
2,8192,false,5,0.000033
2,8192,false,6,0.000034
2,8192,false,7,0.000032
2,8192,false,8,0.000036
2,8192,false,9,0.000035
2,8192,false,10,0.000032
2,8192,false,11,0.000038
2,8192,false,12,0.000033
2,8192,false,13,0.000036
2,8192,false,14,0.000035
2,8192,false,15,0.000032
2,8192,false,16,0.000033
2,8192,false,17,0.000035
2,8192,false,18,0.000041
2,8192,false,19,0.000035
2,8192,false,20,0.000036
2,8192,false,21,0.000034
2,8192,false,22,0.000033
2,8192,false,23,0.000033
2,8192,false,24,0.000039
2,8192,false,25,0.000033
2,8192,false,26,0.000033
2,8192,false,27,0.000033
2,8192,false,28,0.000035
2,8192,false,29,0.000034
2,8192,false,30,0.000036
4,8192,false,1,0.000035
4,8192,false,2,0.000039
4,8192,false,3,0.000041
4,8192,false,4,0.000040
4,8192,false,5,0.000038
4,8192,false,6,0.000036
4,8192,false,7,0.000040
4,8192,false,8,0.000034
4,8192,false,9,0.000035
4,8192,false,10,0.000033
4,8192,false,11,0.000035
4,8192,false,12,0.000036
4,8192,false,13,0.000034
4,8192,false,14,0.000044
4,8192,false,15,0.000037
4,8192,false,16,0.000034
4,8192,false,17,0.000084
4,8192,false,18,0.000034
4,8192,false,19,0.000032
4,8192,false,20,0.000034
4,8192,false,21,0.000038
4,8192,false,22,0.000038
4,8192,false,23,0.000036
4,8192,false,24,0.000037
4,8192,false,25,0.000037
4,8192,false,26,0.000035
4,8192,false,27,0.000037
4,8192,false,28,0.000036
4,8192,false,29,0.000035
4,8192,false,30,0.000035
8,8192,false,1,0.000094
8,8192,false,2,0.000098
8,8192,false,3,0.000098
8,8192,false,4,0.000113
8,8192,false,5,0.000095
8,8192,false,6,0.000099
8,8192,false,7,0.000107
8,8192,false,8,0.000084
8,8192,false,9,0.000091
8,8192,false,10,0.000071
8,8192,false,11,0.000103
8,8192,false,12,0.000109
8,8192,false,13,0.000080
8,8192,false,14,0.000098
8,8192,false,15,0.000089
8,8192,false,16,0.000083
8,8192,false,17,0.000077
8,8192,false,18,0.000096
8,8192,false,19,0.000110
8,8192,false,20,0.000106
8,8192,false,21,0.000097
8,8192,false,22,0.000081
8,8192,false,23,0.000083
8,8192,false,24,0.000102
8,8192,false,25,0.000105
8,8192,false,26,0.000105
8,8192,false,27,0.000109
8,8192,false,28,0.000085
8,8192,false,29,0.000084
8,8192,false,30,0.000101
16,8192,false,1,0.000205
16,8192,false,2,0.000203
16,8192,false,3,0.000145
16,8192,false,4,0.000158
16,8192,false,5,0.000175
16,8192,false,6,0.000172
16,8192,false,7,0.000139
16,8192,false,8,0.000158
16,8192,false,9,0.000197
16,8192,false,10,0.000185
16,8192,false,11,0.000210
16,8192,false,12,0.000183
16,8192,false,13,0.000183
16,8192,false,14,0.000152
16,8192,false,15,0.000174
16,8192,false,16,0.000181
16,8192,false,17,0.000128
16,8192,false,18,0.000179
16,8192,false,19,0.000217
16,8192,false,20,0.000186
16,8192,false,21,0.000198
16,8192,false,22,0.000156
16,8192,false,23,0.000203
16,8192,false,24,0.000182
16,8192,false,25,0.000244
16,8192,false,26,0.000148
16,8192,false,27,0.000131
16,8192,false,28,0.000206
16,8192,false,29,0.000158
16,8192,false,30,0.001080
32,8192,false,1,0.001150
32,8192,false,2,0.000576
32,8192,false,3,0.000644
32,8192,false,4,0.000627
32,8192,false,5,0.000483
32,8192,false,6,0.000462
32,8192,false,7,0.000551
32,8192,false,8,0.000982
32,8192,false,9,0.004368
32,8192,false,10,0.000436
32,8192,false,11,0.000439
32,8192,false,12,0.000335
32,8192,false,13,0.000492
32,8192,false,14,0.000806
32,8192,false,15,0.000660
32,8192,false,16,0.000720
32,8192,false,17,0.000565
32,8192,false,18,0.000839
32,8192,false,19,0.000508
32,8192,false,20,0.000384
32,8192,false,21,0.000274
32,8192,false,22,0.000696
32,8192,false,23,0.000559
32,8192,false,24,0.000736
32,8192,false,25,0.000432
32,8192,false,26,0.000446
32,8192,false,27,0.000638
32,8192,false,28,0.000572
32,8192,false,29,0.000393
32,8192,false,30,0.000774
1,16384,false,1,0.000000
1,16384,false,2,0.000000
1,16384,false,3,0.000000
1,16384,false,4,0.000000
1,16384,false,5,0.000000
1,16384,false,6,0.000000
1,16384,false,7,0.000000
1,16384,false,8,0.000000
1,16384,false,9,0.000000
1,16384,false,10,0.000000
1,16384,false,11,0.000000
1,16384,false,12,0.000000
1,16384,false,13,0.000000
1,16384,false,14,0.000000
1,16384,false,15,0.000000
1,16384,false,16,0.000000
1,16384,false,17,0.000000
1,16384,false,18,0.000000
1,16384,false,19,0.000000
1,16384,false,20,0.000000
1,16384,false,21,0.000000
1,16384,false,22,0.000000
1,16384,false,23,0.000000
1,16384,false,24,0.000000
1,16384,false,25,0.000000
1,16384,false,26,0.000000
1,16384,false,27,0.000000
1,16384,false,28,0.000000
1,16384,false,29,0.000000
1,16384,false,30,0.000000
2,16384,false,1,0.000048
2,16384,false,2,0.000045
2,16384,false,3,0.000047
2,16384,false,4,0.000045
2,16384,false,5,0.000048
2,16384,false,6,0.000045
2,16384,false,7,0.000043
2,16384,false,8,0.000043
2,16384,false,9,0.000045
2,16384,false,10,0.000048
2,16384,false,11,0.000048
2,16384,false,12,0.000044
2,16384,false,13,0.000056
2,16384,false,14,0.000049
2,16384,false,15,0.000044
2,16384,false,16,0.000049
2,16384,false,17,0.000044
2,16384,false,18,0.000048
2,16384,false,19,0.000045
2,16384,false,20,0.000045
2,16384,false,21,0.000047
2,16384,false,22,0.000046
2,16384,false,23,0.000044
2,16384,false,24,0.000044
2,16384,false,25,0.000046
2,16384,false,26,0.000044
2,16384,false,27,0.000049
2,16384,false,28,0.000046
2,16384,false,29,0.000046
2,16384,false,30,0.000046
4,16384,false,1,0.000058
4,16384,false,2,0.000051
4,16384,false,3,0.000053
4,16384,false,4,0.000058
4,16384,false,5,0.000054
4,16384,false,6,0.000053
4,16384,false,7,0.000055
4,16384,false,8,0.000055
4,16384,false,9,0.000051
4,16384,false,10,0.000051
4,16384,false,11,0.000056
4,16384,false,12,0.000055
4,16384,false,13,0.000051
4,16384,false,14,0.000058
4,16384,false,15,0.000052
4,16384,false,16,0.000048
4,16384,false,17,0.000050
4,16384,false,18,0.000051
4,16384,false,19,0.000050
4,16384,false,20,0.000047
4,16384,false,21,0.000047
4,16384,false,22,0.000054
4,16384,false,23,0.000052
4,16384,false,24,0.000050
4,16384,false,25,0.000058
4,16384,false,26,0.000053
4,16384,false,27,0.000053
4,16384,false,28,0.000057
4,16384,false,29,0.000054
4,16384,false,30,0.000056
8,16384,false,1,0.000101
8,16384,false,2,0.000110
8,16384,false,3,0.000124
8,16384,false,4,0.000106
8,16384,false,5,0.000121
8,16384,false,6,0.000115
8,16384,false,7,0.000111
8,16384,false,8,0.000119
8,16384,false,9,0.000104
8,16384,false,10,0.000119
8,16384,false,11,0.000113
8,16384,false,12,0.000113
8,16384,false,13,0.000117
8,16384,false,14,0.000102
8,16384,false,15,0.000110
8,16384,false,16,0.000096
8,16384,false,17,0.000099
8,16384,false,18,0.000123
8,16384,false,19,0.000096
8,16384,false,20,0.000126
8,16384,false,21,0.000113
8,16384,false,22,0.000126
8,16384,false,23,0.000112
8,16384,false,24,0.000128
8,16384,false,25,0.000093
8,16384,false,26,0.000121
8,16384,false,27,0.000123
8,16384,false,28,0.000116
8,16384,false,29,0.000097
8,16384,false,30,0.000119
16,16384,false,1,0.000246
16,16384,false,2,0.000239
16,16384,false,3,0.000203
16,16384,false,4,0.000203
16,16384,false,5,0.000299
16,16384,false,6,0.000199
16,16384,false,7,0.000193
16,16384,false,8,0.000232
16,16384,false,9,0.000248
16,16384,false,10,0.000534
16,16384,false,11,0.000208
16,16384,false,12,0.000240
16,16384,false,13,0.000280
16,16384,false,14,0.000328
16,16384,false,15,0.000250
16,16384,false,16,0.000241
16,16384,false,17,0.000328
16,16384,false,18,0.000300
16,16384,false,19,0.000196
16,16384,false,20,0.000240
16,16384,false,21,0.000217
16,16384,false,22,0.000245
16,16384,false,23,0.000242
16,16384,false,24,0.000208
16,16384,false,25,0.000208
16,16384,false,26,0.000213
16,16384,false,27,0.000229
16,16384,false,28,0.000218
16,16384,false,29,0.000253
16,16384,false,30,0.000246
32,16384,false,1,0.010424
32,16384,false,2,0.000615
32,16384,false,3,0.000614
32,16384,false,4,0.000941
32,16384,false,5,0.000644
32,16384,false,6,0.000506
32,16384,false,7,0.001595
32,16384,false,8,0.000687
32,16384,false,9,0.000333
32,16384,false,10,0.000812
32,16384,false,11,0.000667
32,16384,false,12,0.000500
32,16384,false,13,0.012762
32,16384,false,14,0.000711
32,16384,false,15,0.000681
32,16384,false,16,0.003327
32,16384,false,17,0.000411
32,16384,false,18,0.000706
32,16384,false,19,0.000626
32,16384,false,20,0.000556
32,16384,false,21,0.000518
32,16384,false,22,0.000567
32,16384,false,23,0.000680
32,16384,false,24,0.000785
32,16384,false,25,0.003167
32,16384,false,26,0.000679
32,16384,false,27,0.000497
32,16384,false,28,0.000632
32,16384,false,29,0.001018
32,16384,false,30,0.000968
1,32768,false,1,0.000000
1,32768,false,2,0.000000
1,32768,false,3,0.000000
1,32768,false,4,0.000000
1,32768,false,5,0.000000
1,32768,false,6,0.000000
1,32768,false,7,0.000000
1,32768,false,8,0.000000
1,32768,false,9,0.000000
1,32768,false,10,0.000000
1,32768,false,11,0.000000
1,32768,false,12,0.000000
1,32768,false,13,0.000000
1,32768,false,14,0.000000
1,32768,false,15,0.000000
1,32768,false,16,0.000000
1,32768,false,17,0.000000
1,32768,false,18,0.000000
1,32768,false,19,0.000000
1,32768,false,20,0.000000
1,32768,false,21,0.000000
1,32768,false,22,0.000000
1,32768,false,23,0.000000
1,32768,false,24,0.000000
1,32768,false,25,0.000000
1,32768,false,26,0.000000
1,32768,false,27,0.000000
1,32768,false,28,0.000000
1,32768,false,29,0.000000
1,32768,false,30,0.000000
2,32768,false,1,0.000066
2,32768,false,2,0.000061
2,32768,false,3,0.000061
2,32768,false,4,0.000062
2,32768,false,5,0.000063
2,32768,false,6,0.000063
2,32768,false,7,0.000061
2,32768,false,8,0.000061
2,32768,false,9,0.000066
2,32768,false,10,0.000063
2,32768,false,11,0.000062
2,32768,false,12,0.000066
2,32768,false,13,0.000066
2,32768,false,14,0.000063
2,32768,false,15,0.000069
2,32768,false,16,0.000061
2,32768,false,17,0.000063
2,32768,false,18,0.000063
2,32768,false,19,0.000061
2,32768,false,20,0.000062
2,32768,false,21,0.000062
2,32768,false,22,0.000060
2,32768,false,23,0.000066
2,32768,false,24,0.000068
2,32768,false,25,0.000114
2,32768,false,26,0.000065
2,32768,false,27,0.000064
2,32768,false,28,0.000061
2,32768,false,29,0.000062
2,32768,false,30,0.000066
4,32768,false,1,0.000071
4,32768,false,2,0.000075
4,32768,false,3,0.000074
4,32768,false,4,0.000082
4,32768,false,5,0.000083
4,32768,false,6,0.000076
4,32768,false,7,0.000075
4,32768,false,8,0.000110
4,32768,false,9,0.000074
4,32768,false,10,0.000083
4,32768,false,11,0.000075
4,32768,false,12,0.000074
4,32768,false,13,0.000084
4,32768,false,14,0.000212
4,32768,false,15,0.000072
4,32768,false,16,0.000089
4,32768,false,17,0.000084
4,32768,false,18,0.000082
4,32768,false,19,0.000086
4,32768,false,20,0.000089
4,32768,false,21,0.000080
4,32768,false,22,0.000080
4,32768,false,23,0.000080
4,32768,false,24,0.000089
4,32768,false,25,0.000072
4,32768,false,26,0.000070
4,32768,false,27,0.000083
4,32768,false,28,0.000075
4,32768,false,29,0.000084
4,32768,false,30,0.000084
8,32768,false,1,0.000144
8,32768,false,2,0.000148
8,32768,false,3,0.000144
8,32768,false,4,0.000146
8,32768,false,5,0.000148
8,32768,false,6,0.000153
8,32768,false,7,0.000160
8,32768,false,8,0.000147
8,32768,false,9,0.000165
8,32768,false,10,0.000152
8,32768,false,11,0.000155
8,32768,false,12,0.000162
8,32768,false,13,0.000158
8,32768,false,14,0.000143
8,32768,false,15,0.000159
8,32768,false,16,0.000171
8,32768,false,17,0.000644
8,32768,false,18,0.000164
8,32768,false,19,0.000158
8,32768,false,20,0.000135
8,32768,false,21,0.000139
8,32768,false,22,0.000162
8,32768,false,23,0.000140
8,32768,false,24,0.000166
8,32768,false,25,0.000154
8,32768,false,26,0.000159
8,32768,false,27,0.000144
8,32768,false,28,0.000164
8,32768,false,29,0.000161
8,32768,false,30,0.000144
16,32768,false,1,0.000386
16,32768,false,2,0.000308
16,32768,false,3,0.000375
16,32768,false,4,0.000389
16,32768,false,5,0.000309
16,32768,false,6,0.000376
16,32768,false,7,0.000379
16,32768,false,8,0.000372
16,32768,false,9,0.000310
16,32768,false,10,0.000357
16,32768,false,11,0.000383
16,32768,false,12,0.000311
16,32768,false,13,0.000369
16,32768,false,14,0.000377
16,32768,false,15,0.000317
16,32768,false,16,0.001193
16,32768,false,17,0.000315
16,32768,false,18,0.000352
16,32768,false,19,0.000415
16,32768,false,20,0.000299
16,32768,false,21,0.000353
16,32768,false,22,0.000360
16,32768,false,23,0.000369
16,32768,false,24,0.000366
16,32768,false,25,0.000373
16,32768,false,26,0.000315
16,32768,false,27,0.000405
16,32768,false,28,0.000300
16,32768,false,29,0.000352
16,32768,false,30,0.002279
32,32768,false,1,0.000693
32,32768,false,2,0.000757
32,32768,false,3,0.000787
32,32768,false,4,0.000632
32,32768,false,5,0.000733
32,32768,false,6,0.000515
32,32768,false,7,0.000827
32,32768,false,8,0.002526
32,32768,false,9,0.000720
32,32768,false,10,0.000733
32,32768,false,11,0.000658
32,32768,false,12,0.000821
32,32768,false,13,0.001198
32,32768,false,14,0.001653
32,32768,false,15,0.000938
32,32768,false,16,0.000862
32,32768,false,17,0.000586
32,32768,false,18,0.000896
32,32768,false,19,0.009517
32,32768,false,20,0.000641
32,32768,false,21,0.000963
32,32768,false,22,0.000570
32,32768,false,23,0.000905
32,32768,false,24,0.000721
32,32768,false,25,0.000728
32,32768,false,26,0.000697
32,32768,false,27,0.000704
32,32768,false,28,0.000884
32,32768,false,29,0.000688
32,32768,false,30,0.000781
1,65536,false,1,0.000000
1,65536,false,2,0.000000
1,65536,false,3,0.000000
1,65536,false,4,0.000000
1,65536,false,5,0.000000
1,65536,false,6,0.000000
1,65536,false,7,0.000000
1,65536,false,8,0.000000
1,65536,false,9,0.000000
1,65536,false,10,0.000000
1,65536,false,11,0.000000
1,65536,false,12,0.000000
1,65536,false,13,0.000000
1,65536,false,14,0.000000
1,65536,false,15,0.000000
1,65536,false,16,0.000000
1,65536,false,17,0.000000
1,65536,false,18,0.000000
1,65536,false,19,0.000000
1,65536,false,20,0.000000
1,65536,false,21,0.000000
1,65536,false,22,0.000000
1,65536,false,23,0.000000
1,65536,false,24,0.000000
1,65536,false,25,0.000000
1,65536,false,26,0.000000
1,65536,false,27,0.000000
1,65536,false,28,0.000000
1,65536,false,29,0.000000
1,65536,false,30,0.000000
2,65536,false,1,0.000105
2,65536,false,2,0.000102
2,65536,false,3,0.000102
2,65536,false,4,0.000105
2,65536,false,5,0.000104
2,65536,false,6,0.000103
2,65536,false,7,0.000116
2,65536,false,8,0.000100
2,65536,false,9,0.000101
2,65536,false,10,0.000136
2,65536,false,11,0.000101
2,65536,false,12,0.000115
2,65536,false,13,0.000101
2,65536,false,14,0.000099
2,65536,false,15,0.000121
2,65536,false,16,0.000103
2,65536,false,17,0.000106
2,65536,false,18,0.000105
2,65536,false,19,0.000100
2,65536,false,20,0.000155
2,65536,false,21,0.000099
2,65536,false,22,0.000102
2,65536,false,23,0.000103
2,65536,false,24,0.000103
2,65536,false,25,0.000104
2,65536,false,26,0.000102
2,65536,false,27,0.000099
2,65536,false,28,0.000103
2,65536,false,29,0.000099
2,65536,false,30,0.000103
4,65536,false,1,0.000126
4,65536,false,2,0.000126
4,65536,false,3,0.000138
4,65536,false,4,0.000124
4,65536,false,5,0.000125
4,65536,false,6,0.000140
4,65536,false,7,0.000147
4,65536,false,8,0.000139
4,65536,false,9,0.000128
4,65536,false,10,0.000139
4,65536,false,11,0.000124
4,65536,false,12,0.000138
4,65536,false,13,0.000123
4,65536,false,14,0.000131
4,65536,false,15,0.000124
4,65536,false,16,0.000141
4,65536,false,17,0.000123
4,65536,false,18,0.000140
4,65536,false,19,0.000127
4,65536,false,20,0.000125
4,65536,false,21,0.000140
4,65536,false,22,0.000126
4,65536,false,23,0.000122
4,65536,false,24,0.000123
4,65536,false,25,0.000119
4,65536,false,26,0.000145
4,65536,false,27,0.000123
4,65536,false,28,0.000138
4,65536,false,29,0.000121
4,65536,false,30,0.000123
8,65536,false,1,0.000230
8,65536,false,2,0.000241
8,65536,false,3,0.000253
8,65536,false,4,0.000241
8,65536,false,5,0.000243
8,65536,false,6,0.000231
8,65536,false,7,0.000235
8,65536,false,8,0.000219
8,65536,false,9,0.000238
8,65536,false,10,0.000230
8,65536,false,11,0.000229
8,65536,false,12,0.000223
8,65536,false,13,0.000232
8,65536,false,14,0.000249
8,65536,false,15,0.000251
8,65536,false,16,0.000230
8,65536,false,17,0.000249
8,65536,false,18,0.000236
8,65536,false,19,0.000228
8,65536,false,20,0.000235
8,65536,false,21,0.000231
8,65536,false,22,0.000251
8,65536,false,23,0.000236
8,65536,false,24,0.000248
8,65536,false,25,0.000234
8,65536,false,26,0.000243
8,65536,false,27,0.000239
8,65536,false,28,0.000224
8,65536,false,29,0.000227
8,65536,false,30,0.000232
16,65536,false,1,0.000602
16,65536,false,2,0.000662
16,65536,false,3,0.000536
16,65536,false,4,0.000574
16,65536,false,5,0.001191
16,65536,false,6,0.000646
16,65536,false,7,0.000690
16,65536,false,8,0.000607
16,65536,false,9,0.000579
16,65536,false,10,0.000653
16,65536,false,11,0.000535
16,65536,false,12,0.000629
16,65536,false,13,0.000816
16,65536,false,14,0.000586
16,65536,false,15,0.000557
16,65536,false,16,0.000630
16,65536,false,17,0.000716
16,65536,false,18,0.000594
16,65536,false,19,0.000639
16,65536,false,20,0.000632
16,65536,false,21,0.000643
16,65536,false,22,0.000647
16,65536,false,23,0.000636
16,65536,false,24,0.000635
16,65536,false,25,0.000639
16,65536,false,26,0.000651
16,65536,false,27,0.000553
16,65536,false,28,0.000627
16,65536,false,29,0.000645
16,65536,false,30,0.000579
32,65536,false,1,0.000979
32,65536,false,2,0.001413
32,65536,false,3,0.001151
32,65536,false,4,0.001299
32,65536,false,5,0.001179
32,65536,false,6,0.001060
32,65536,false,7,0.000980
32,65536,false,8,0.001486
32,65536,false,9,0.001054
32,65536,false,10,0.001228
32,65536,false,11,0.000949
32,65536,false,12,0.001149
32,65536,false,13,0.000997
32,65536,false,14,0.002994
32,65536,false,15,0.001103
32,65536,false,16,0.003978
32,65536,false,17,0.000902
32,65536,false,18,0.001441
32,65536,false,19,0.000986
32,65536,false,20,0.001438
32,65536,false,21,0.001820
32,65536,false,22,0.001097
32,65536,false,23,0.001073
32,65536,false,24,0.001352
32,65536,false,25,0.002965
32,65536,false,26,0.001249
32,65536,false,27,0.001386
32,65536,false,28,0.001022
32,65536,false,29,0.001273
32,65536,false,30,0.001673
1,131072,false,1,0.000000
1,131072,false,2,0.000000
1,131072,false,3,0.000000
1,131072,false,4,0.000000
1,131072,false,5,0.000000
1,131072,false,6,0.000000
1,131072,false,7,0.000000
1,131072,false,8,0.000000
1,131072,false,9,0.000000
1,131072,false,10,0.000000
1,131072,false,11,0.000000
1,131072,false,12,0.000000
1,131072,false,13,0.000000
1,131072,false,14,0.000000
1,131072,false,15,0.000000
1,131072,false,16,0.000000
1,131072,false,17,0.000000
1,131072,false,18,0.000000
1,131072,false,19,0.000000
1,131072,false,20,0.000000
1,131072,false,21,0.000000
1,131072,false,22,0.000000
1,131072,false,23,0.000000
1,131072,false,24,0.000000
1,131072,false,25,0.000000
1,131072,false,26,0.000000
1,131072,false,27,0.000000
1,131072,false,28,0.000000
1,131072,false,29,0.000000
1,131072,false,30,0.000000
2,131072,false,1,0.000184
2,131072,false,2,0.000179
2,131072,false,3,0.000178
2,131072,false,4,0.000176
2,131072,false,5,0.000178
2,131072,false,6,0.000183
2,131072,false,7,0.000180
2,131072,false,8,0.000180
2,131072,false,9,0.000179
2,131072,false,10,0.000176
2,131072,false,11,0.000176
2,131072,false,12,0.000175
2,131072,false,13,0.000176
2,131072,false,14,0.000175
2,131072,false,15,0.000175
2,131072,false,16,0.000174
2,131072,false,17,0.000182
2,131072,false,18,0.000185
2,131072,false,19,0.000176
2,131072,false,20,0.000181
2,131072,false,21,0.000177
2,131072,false,22,0.000177
2,131072,false,23,0.000175
2,131072,false,24,0.000181
2,131072,false,25,0.000178
2,131072,false,26,0.000181
2,131072,false,27,0.000176
2,131072,false,28,0.000177
2,131072,false,29,0.000177
2,131072,false,30,0.000184
4,131072,false,1,0.000259
4,131072,false,2,0.000226
4,131072,false,3,0.000223
4,131072,false,4,0.000262
4,131072,false,5,0.000258
4,131072,false,6,0.000256
4,131072,false,7,0.000227
4,131072,false,8,0.000222
4,131072,false,9,0.000227
4,131072,false,10,0.000217
4,131072,false,11,0.000226
4,131072,false,12,0.000250
4,131072,false,13,0.000258
4,131072,false,14,0.000224
4,131072,false,15,0.000223
4,131072,false,16,0.000271
4,131072,false,17,0.000251
4,131072,false,18,0.000261
4,131072,false,19,0.000220
4,131072,false,20,0.000227
4,131072,false,21,0.000266
4,131072,false,22,0.000251
4,131072,false,23,0.000269
4,131072,false,24,0.000254
4,131072,false,25,0.000259
4,131072,false,26,0.000254
4,131072,false,27,0.000250
4,131072,false,28,0.000265
4,131072,false,29,0.000227
4,131072,false,30,0.000228
8,131072,false,1,0.000424
8,131072,false,2,0.000408
8,131072,false,3,0.000415
8,131072,false,4,0.000440
8,131072,false,5,0.000426
8,131072,false,6,0.000410
8,131072,false,7,0.000447
8,131072,false,8,0.000458
8,131072,false,9,0.000429
8,131072,false,10,0.000428
8,131072,false,11,0.000426
8,131072,false,12,0.000415
8,131072,false,13,0.000428
8,131072,false,14,0.000431
8,131072,false,15,0.000419
8,131072,false,16,0.000441
8,131072,false,17,0.000427
8,131072,false,18,0.000431
8,131072,false,19,0.000421
8,131072,false,20,0.000435
8,131072,false,21,0.000408
8,131072,false,22,0.000438
8,131072,false,23,0.000421
8,131072,false,24,0.000447
8,131072,false,25,0.000449
8,131072,false,26,0.000424
8,131072,false,27,0.000442
8,131072,false,28,0.000400
8,131072,false,29,0.000414
8,131072,false,30,0.000437
16,131072,false,1,0.001147
16,131072,false,2,0.001225
16,131072,false,3,0.000982
16,131072,false,4,0.001185
16,131072,false,5,0.001494
16,131072,false,6,0.001134
16,131072,false,7,0.001214
16,131072,false,8,0.001209
16,131072,false,9,0.001205
16,131072,false,10,0.001211
16,131072,false,11,0.001181
16,131072,false,12,0.001153
16,131072,false,13,0.001238
16,131072,false,14,0.001182
16,131072,false,15,0.001350
16,131072,false,16,0.001084
16,131072,false,17,0.001243
16,131072,false,18,0.001247
16,131072,false,19,0.001314
16,131072,false,20,0.001235
16,131072,false,21,0.001254
16,131072,false,22,0.001151
16,131072,false,23,0.001321
16,131072,false,24,0.001183
16,131072,false,25,0.001045
16,131072,false,26,0.001376
16,131072,false,27,0.001190
16,131072,false,28,0.001265
16,131072,false,29,0.001111
16,131072,false,30,0.001110
32,131072,false,1,0.002645
32,131072,false,2,0.002192
32,131072,false,3,0.003695
32,131072,false,4,0.002162
32,131072,false,5,0.008706
32,131072,false,6,0.002728
32,131072,false,7,0.002292
32,131072,false,8,0.002076
32,131072,false,9,0.002614
32,131072,false,10,0.002809
32,131072,false,11,0.002233
32,131072,false,12,0.002185
32,131072,false,13,0.002923
32,131072,false,14,0.002652
32,131072,false,15,0.002630
32,131072,false,16,0.005174
32,131072,false,17,0.002721
32,131072,false,18,0.002282
32,131072,false,19,0.002602
32,131072,false,20,0.007149
32,131072,false,21,0.003000
32,131072,false,22,0.002047
32,131072,false,23,0.002713
32,131072,false,24,0.002130
32,131072,false,25,0.002445
32,131072,false,26,0.002400
32,131072,false,27,0.002386
32,131072,false,28,0.002201
32,131072,false,29,0.002248
32,131072,false,30,0.002235
