impl,num_threads,i,grid_size,time
omp,8,18,512,0.056538
omp,8,18,64,0.000983
omp,8,18,8,0.000146
omp,8,19,1024,0.226100
omp,8,19,128,0.003542
omp,8,19,2048,0.863908
omp,8,19,256,0.018238
omp,8,19,32,0.000353
omp,8,19,4096,3.545518
omp,8,19,512,0.052111
omp,8,19,64,0.000960
omp,8,19,8,0.000170
omp,8,20,1024,0.220331
omp,8,20,128,0.003541
omp,8,20,2048,0.889869
omp,8,20,256,0.013187
omp,8,20,32,0.000366
omp,8,20,4096,3.454086
omp,8,20,512,0.052977
omp,8,20,64,0.000990
omp,8,20,8,0.000155
omp,8,21,1024,0.219302
omp,8,21,128,0.003520
omp,8,21,2048,0.847482
omp,8,21,256,0.013011
omp,8,21,32,0.000347
omp,8,21,4096,3.352192
omp,8,21,512,0.052068
omp,8,21,64,0.000974
omp,8,21,8,0.000161
omp,8,22,1024,0.217120
omp,8,22,128,0.003352
omp,8,22,2048,0.857165
omp,8,22,256,0.013442
omp,8,22,32,0.000358
omp,8,22,4096,3.430887
omp,8,22,512,0.051964
omp,8,22,64,0.000944
omp,8,22,8,0.000183
omp,8,23,1024,0.210152
omp,8,23,128,0.003368
omp,8,23,2048,0.859296
omp,8,23,256,0.013196
omp,8,23,32,0.000356
omp,8,23,4096,3.426373
omp,8,23,512,0.051907
omp,8,23,64,0.000948
omp,8,23,8,0.000148
omp,8,24,1024,0.209151
omp,8,24,128,0.003323
omp,8,24,2048,0.842709
omp,8,24,256,0.013282
omp,8,24,32,0.000346
omp,8,24,4096,3.328413
omp,8,24,512,0.052633
omp,8,24,64,0.000960
omp,8,24,8,0.000172
omp,8,25,1024,0.207993
omp,8,25,128,0.003378
omp,8,25,2048,0.837274
omp,8,25,256,0.013253
omp,8,25,32,0.000757
omp,8,25,4096,3.425372
omp,8,25,512,0.052915
omp,8,25,64,0.000942
omp,8,25,8,0.000179
omp,8,26,1024,0.206805
omp,8,26,128,0.003337
omp,8,26,2048,0.857864
omp,8,26,256,0.013334
omp,8,26,32,0.000341
omp,8,26,4096,3.421145
omp,8,26,512,0.051840
omp,8,26,64,0.000964
omp,8,26,8,0.000177
omp,8,27,1024,0.209371
omp,8,27,128,0.003360
omp,8,27,2048,0.868022
omp,8,27,256,0.013274
omp,8,27,32,0.000362
omp,8,27,4096,3.339693
omp,8,27,512,0.051950
omp,8,27,64,0.000961
omp,8,27,8,0.000150
omp,8,28,1024,0.207662
omp,8,28,128,0.003333
omp,8,28,2048,0.846003
omp,8,28,256,0.013014
omp,8,28,32,0.000329
omp,8,28,4096,3.344380
omp,8,28,512,0.052878
omp,8,28,64,0.000944
omp,8,28,8,0.000168
omp,8,29,1024,0.207188
omp,8,29,128,0.003375
omp,8,29,2048,0.837447
omp,8,29,256,0.012983
omp,8,29,32,0.000359
omp,8,29,4096,3.412433
omp,8,29,512,0.051854
omp,8,29,64,0.000958
omp,8,29,8,0.000182
omp,8,30,1024,0.211160
omp,8,30,128,0.003365
omp,8,30,2048,0.835423
omp,8,30,256,0.013073
omp,8,30,32,0.000358
omp,8,30,4096,3.445634
omp,8,30,512,0.052379
omp,8,30,64,0.001015
omp,8,30,8,0.000169
omp,16,1,1024,0.205862
omp,16,1,128,0.004411
omp,16,1,2048,0.780771
omp,16,1,256,0.013094
omp,16,1,32,0.001627
omp,16,1,4096,2.656323
omp,16,1,512,0.049312
omp,16,1,64,0.002239
omp,16,1,8,0.001488
omp,16,2,1024,0.204120
omp,16,2,128,0.004365
omp,16,2,2048,0.806912
omp,16,2,256,0.013481
omp,16,2,32,0.001661
omp,16,2,4096,2.666637
omp,16,2,512,0.050135
omp,16,2,64,0.002288
omp,16,2,8,0.001474
omp,16,3,1024,0.201289
omp,16,3,128,0.004391
omp,16,3,2048,0.781393
omp,16,3,256,0.013754
omp,16,3,32,0.001715
omp,16,3,4096,2.696177
omp,16,3,512,0.050151
omp,16,3,64,0.002200
omp,16,3,8,0.001475
omp,16,4,1024,0.202324
omp,16,4,128,0.004660
omp,16,4,2048,0.780404
omp,16,4,256,0.013874
omp,16,4,32,0.001735
omp,16,4,4096,2.677946
omp,16,4,512,0.048903
omp,16,4,64,0.002165
omp,16,4,8,0.001459
omp,16,5,1024,0.200969
omp,16,5,128,0.004389
omp,16,5,2048,0.783805
omp,16,5,256,0.013518
omp,16,5,32,0.001668
omp,16,5,4096,2.702788
omp,16,5,512,0.048316
omp,16,5,64,0.002227
omp,16,5,8,0.001498
omp,16,6,1024,0.202113
omp,16,6,128,0.004364
omp,16,6,2048,0.777913
omp,16,6,256,0.014197
omp,16,6,32,0.001603
omp,16,6,4096,2.670014
omp,16,6,512,0.046920
omp,16,6,64,0.002236
omp,16,6,8,0.001485
omp,16,7,1024,0.201596
omp,16,7,128,0.004415
omp,16,7,2048,0.789849
omp,16,7,256,0.013472
omp,16,7,32,0.001662
omp,16,7,4096,2.693799
omp,16,7,512,0.047996
omp,16,7,64,0.002316
omp,16,7,8,0.001494
omp,16,8,1024,0.201913
omp,16,8,128,0.004459
omp,16,8,2048,0.794904
omp,16,8,256,0.013625
omp,16,8,32,0.001680
omp,16,8,4096,2.680276
omp,16,8,512,0.050806
omp,16,8,64,0.002307
omp,16,8,8,0.001496
omp,16,9,1024,0.202540
omp,16,9,128,0.004599
omp,16,9,2048,0.792887
omp,16,9,256,0.013769
omp,16,9,32,0.001705
omp,16,9,4096,2.701463
omp,16,9,512,0.049314
omp,16,9,64,0.002209
omp,16,9,8,0.001484
omp,16,10,1024,0.202647
omp,16,10,128,0.004432
omp,16,10,2048,0.793585
omp,16,10,256,0.013911
omp,16,10,32,0.001649
omp,16,10,4096,2.688786
omp,16,10,512,0.049181
omp,16,10,64,0.002286
omp,16,10,8,0.001436
omp,16,11,1024,0.203891
omp,16,11,128,0.004760
omp,16,11,2048,0.786472
omp,16,11,256,0.013611
omp,16,11,32,0.001693
omp,16,11,4096,2.720336
omp,16,11,512,0.047823
omp,16,11,64,0.002344
omp,16,11,8,0.001473
omp,16,12,1024,0.206492
omp,16,12,128,0.004668
omp,16,12,2048,0.796271
omp,16,12,256,0.013252
omp,16,12,32,0.002068
omp,16,12,4096,2.687869
omp,16,12,512,0.051317
omp,16,12,64,0.002288
omp,16,12,8,0.001490
omp,16,13,1024,0.201674
omp,16,13,128,0.004548
omp,16,13,2048,0.806369
omp,16,13,256,0.013440
omp,16,13,32,0.001693
omp,16,13,4096,2.704637
omp,16,13,512,0.049153
omp,16,13,64,0.002303
omp,16,13,8,0.001506
omp,16,14,1024,0.204609
omp,16,14,128,0.004418
omp,16,14,2048,0.784472
omp,16,14,256,0.013278
omp,16,14,32,0.001702
omp,16,14,4096,2.722065
omp,16,14,512,0.048158
omp,16,14,64,0.002276
omp,16,14,8,0.001546
omp,16,15,1024,0.200385
omp,16,15,128,0.004744
omp,16,15,2048,0.795594
omp,16,15,256,0.013814
omp,16,15,32,0.001643
omp,16,15,4096,2.728662
omp,16,15,512,0.049136
omp,16,15,64,0.002244
omp,16,15,8,0.001466
omp,16,16,1024,0.200500
omp,16,16,128,0.004427
omp,16,16,2048,0.792828
omp,16,16,256,0.013457
omp,16,16,32,0.001664
omp,16,16,4096,2.693789
omp,16,16,512,0.049619
omp,16,16,64,0.002381
omp,16,16,8,0.001486
omp,16,17,1024,0.205843
omp,16,17,128,0.004458
omp,16,17,2048,0.785600
omp,16,17,256,0.014054
omp,16,17,32,0.001655
omp,16,17,4096,2.686020
omp,16,17,512,0.049874
omp,16,17,64,0.002255
omp,16,17,8,0.001448
omp,16,18,1024,0.206436
omp,16,18,128,0.004633
omp,16,18,2048,0.800741
omp,16,18,256,0.013737
omp,16,18,32,0.001696
omp,16,18,4096,2.704448
omp,16,18,512,0.050420
omp,16,18,64,0.002328
omp,16,18,8,0.001526
omp,16,19,1024,0.204998
omp,16,19,128,0.004557
omp,16,19,2048,0.788161
omp,16,19,256,0.013600
omp,16,19,32,0.001684
omp,16,19,4096,2.675806
omp,16,19,512,0.052569
omp,16,19,64,0.002274
omp,16,19,8,0.002087
omp,16,20,1024,0.202832
omp,16,20,128,0.004392
omp,16,20,2048,0.800201
omp,16,20,256,0.013957
omp,16,20,32,0.001639
omp,16,20,4096,2.704689
omp,16,20,512,0.049834
omp,16,20,64,0.002379
omp,16,20,8,0.001491
omp,16,21,1024,0.202711
omp,16,21,128,0.004530
omp,16,21,2048,0.784094
omp,16,21,256,0.013744
omp,16,21,32,0.001663
omp,16,21,4096,2.730035
omp,16,21,512,0.048786
omp,16,21,64,0.002283
omp,16,21,8,0.001455
omp,16,22,1024,0.204678
omp,16,22,128,0.004551
omp,16,22,2048,0.798506
omp,16,22,256,0.013488
omp,16,22,32,0.001989
omp,16,22,4096,2.691272
omp,16,22,512,0.049207
omp,16,22,64,0.002201
omp,16,22,8,0.001460
omp,16,23,1024,0.203671
omp,16,23,128,0.004388
omp,16,23,2048,0.784958
omp,16,23,256,0.013706
omp,16,23,32,0.001707
omp,16,23,4096,2.677185
omp,16,23,512,0.049378
omp,16,23,64,0.002476
omp,16,23,8,0.001509
omp,16,24,1024,0.199830
omp,16,24,128,0.004583
omp,16,24,2048,0.783829
omp,16,24,256,0.013614
omp,16,24,32,0.001787
omp,16,24,4096,2.698585
omp,16,24,512,0.049759
omp,16,24,64,0.002195
omp,16,24,8,0.001500
omp,16,25,1024,0.196149
omp,16,25,128,0.004453
omp,16,25,2048,0.795561
omp,16,25,256,0.013664
omp,16,25,32,0.001672
omp,16,25,4096,2.707753
omp,16,25,512,0.048571
omp,16,25,64,0.002268
omp,16,25,8,0.001483
omp,16,26,1024,0.203784
omp,16,26,128,0.004518
omp,16,26,2048,0.776487
omp,16,26,256,0.013466
omp,16,26,32,0.001734
omp,16,26,4096,2.707985
omp,16,26,512,0.048536
omp,16,26,64,0.002168
omp,16,26,8,0.001473
omp,16,27,1024,0.199021
omp,16,27,128,0.004601
omp,16,27,2048,0.785867
omp,16,27,256,0.013547
omp,16,27,32,0.002081
omp,16,27,4096,2.695005
omp,16,27,512,0.050997
omp,16,27,64,0.002267
omp,16,27,8,0.001500
omp,16,28,1024,0.204613
omp,16,28,128,0.004488
omp,16,28,2048,0.802476
omp,16,28,256,0.013779
omp,16,28,32,0.002078
omp,16,28,4096,2.730597
omp,16,28,512,0.048752
omp,16,28,64,0.002288
omp,16,28,8,0.001426
omp,16,29,1024,0.199467
omp,16,29,128,0.004670
omp,16,29,2048,0.783084
omp,16,29,256,0.014157
omp,16,29,32,0.002019
omp,16,29,4096,2.736374
omp,16,29,512,0.049360
omp,16,29,64,0.002252
omp,16,29,8,0.001493
omp,16,30,1024,0.200061
omp,16,30,128,0.004599
omp,16,30,2048,0.806396
omp,16,30,256,0.013370
omp,16,30,32,0.001658
omp,16,30,4096,2.703864
omp,16,30,512,0.050953
omp,16,30,64,0.002290
omp,16,30,8,0.001622
omp,32,1,1024,0.164168
omp,32,1,128,0.005876
omp,32,1,2048,0.655211
omp,32,1,256,0.013918
omp,32,1,32,0.003083
omp,32,1,4096,2.492104
omp,32,1,512,0.049306
omp,32,1,64,0.003842
omp,32,1,8,0.003543
omp,32,2,1024,0.165848
omp,32,2,128,0.005988
omp,32,2,2048,0.654695
omp,32,2,256,0.014543
omp,32,2,32,0.003057
omp,32,2,4096,2.488889
omp,32,2,512,0.046339
omp,32,2,64,0.003937
omp,32,2,8,0.002949
omp,32,3,1024,0.165625
omp,32,3,128,0.005903
omp,32,3,2048,0.652973
omp,32,3,256,0.014585
omp,32,3,32,0.003173
omp,32,3,4096,2.506483
omp,32,3,512,0.046807
omp,32,3,64,0.003853
omp,32,3,8,0.002910
omp,32,4,1024,0.165167
omp,32,4,128,0.005966
omp,32,4,2048,0.658092
omp,32,4,256,0.014902
omp,32,4,32,0.003126
omp,32,4,4096,2.506076
omp,32,4,512,0.046288
omp,32,4,64,0.003820
omp,32,4,8,0.002902
omp,32,5,1024,0.166304
omp,32,5,128,0.005836
omp,32,5,2048,0.658112
omp,32,5,256,0.014997
omp,32,5,32,0.003121
omp,32,5,4096,2.507936
omp,32,5,512,0.044956
omp,32,5,64,0.003845
omp,32,5,8,0.002886
omp,32,6,1024,0.166105
omp,32,6,128,0.005913
omp,32,6,2048,0.660233
omp,32,6,256,0.014946
omp,32,6,32,0.003123
omp,32,6,4096,2.513931
omp,32,6,512,0.046736
omp,32,6,64,0.004966
omp,32,6,8,0.002973
omp,32,7,1024,0.166986
omp,32,7,128,0.005850
omp,32,7,2048,0.656771
omp,32,7,256,0.014592
omp,32,7,32,0.003154
omp,32,7,4096,2.515066
omp,32,7,512,0.045483
omp,32,7,64,0.003840
omp,32,7,8,0.002905
omp,32,8,1024,0.166324
omp,32,8,128,0.006083
omp,32,8,2048,0.663361
omp,32,8,256,0.014558
omp,32,8,32,0.003857
omp,32,8,4096,2.503534
omp,32,8,512,0.043499
omp,32,8,64,0.003859
omp,32,8,8,0.002918
omp,32,9,1024,0.165177
omp,32,9,128,0.005721
omp,32,9,2048,0.657915
omp,32,9,256,0.013662
omp,32,9,32,0.002980
omp,32,9,4096,2.520484
omp,32,9,512,0.045951
omp,32,9,64,0.003712
omp,32,9,8,0.002933
omp,32,10,1024,0.166805
omp,32,10,128,0.005790
omp,32,10,2048,0.658600
omp,32,10,256,0.014419
omp,32,10,32,0.003156
omp,32,10,4096,2.493122
omp,32,10,512,0.046003
omp,32,10,64,0.003744
omp,32,10,8,0.002891
omp,32,11,1024,0.166754
omp,32,11,128,0.006149
omp,32,11,2048,0.660495
omp,32,11,256,0.014253
omp,32,11,32,0.003459
omp,32,11,4096,2.505257
omp,32,11,512,0.045367
omp,32,11,64,0.003856
omp,32,11,8,0.002949
omp,32,12,1024,0.167735
omp,32,12,128,0.005852
omp,32,12,2048,0.657306
omp,32,12,256,0.014884
omp,32,12,32,0.003027
omp,32,12,4096,2.505924
omp,32,12,512,0.045833
omp,32,12,64,0.003853
omp,32,12,8,0.002845
omp,32,13,1024,0.167239
omp,32,13,128,0.005877
omp,32,13,2048,0.663624
omp,32,13,256,0.013886
omp,32,13,32,0.003085
omp,32,13,4096,2.513346
omp,32,13,512,0.044977
omp,32,13,64,0.003901
omp,32,13,8,0.002861
omp,32,14,1024,0.166846
omp,32,14,128,0.005950
omp,32,14,2048,0.655776
omp,32,14,256,0.014453
omp,32,14,32,0.003068
omp,32,14,4096,2.512875
omp,32,14,512,0.044537
omp,32,14,64,0.003743
omp,32,14,8,0.002870
omp,32,15,1024,0.166966
omp,32,15,128,0.006040
omp,32,15,2048,0.657776
omp,32,15,256,0.013800
omp,32,15,32,0.003013
omp,32,15,4096,2.517223
omp,32,15,512,0.045181
omp,32,15,64,0.003778
omp,32,15,8,0.002834
omp,32,16,1024,0.167896
omp,32,16,128,0.005870
omp,32,16,2048,0.657651
omp,32,16,256,0.014299
omp,32,16,32,0.003015
omp,32,16,4096,2.514709
omp,32,16,512,0.046145
omp,32,16,64,0.006762
omp,32,16,8,0.003717
omp,32,17,1024,0.166956
omp,32,17,128,0.005891
omp,32,17,2048,0.662789
omp,32,17,256,0.014156
omp,32,17,32,0.004408
omp,32,17,4096,2.492427
omp,32,17,512,0.044084
omp,32,17,64,0.003723
omp,32,17,8,0.002852
omp,32,18,1024,0.168435
omp,32,18,128,0.005908
omp,32,18,2048,0.663076
omp,32,18,256,0.015113
omp,32,18,32,0.003007
omp,32,18,4096,2.502962
omp,32,18,512,0.044769
omp,32,18,64,0.003896
omp,32,18,8,0.002924
omp,32,19,1024,0.166834
omp,32,19,128,0.005954
omp,32,19,2048,0.663827
omp,32,19,256,0.014192
omp,32,19,32,0.004536
omp,32,19,4096,2.517411
omp,32,19,512,0.043930
omp,32,19,64,0.003629
omp,32,19,8,0.002771
omp,32,20,1024,0.166740
omp,32,20,128,0.005841
omp,32,20,2048,0.661418
omp,32,20,256,0.015049
omp,32,20,32,0.003039
omp,32,20,4096,2.509377
omp,32,20,512,0.044388
omp,32,20,64,0.003674
omp,32,20,8,0.002824
omp,32,21,1024,0.166093
omp,32,21,128,0.005834
omp,32,21,2048,0.662185
omp,32,21,256,0.014434
omp,32,21,32,0.003048
omp,32,21,4096,2.503249
omp,32,21,512,0.045147
omp,32,21,64,0.008522
omp,32,21,8,0.003187
omp,32,22,1024,0.165670
omp,32,22,128,0.006063
omp,32,22,2048,0.658227
omp,32,22,256,0.014050
omp,32,22,32,0.004343
omp,32,22,4096,2.521750
omp,32,22,512,0.044935
omp,32,22,64,0.003609
omp,32,22,8,0.002840
omp,32,23,1024,0.167109
omp,32,23,128,0.006014
omp,32,23,2048,0.659663
omp,32,23,256,0.016078
omp,32,23,32,0.003043
omp,32,23,4096,2.521609
omp,32,23,512,0.044040
omp,32,23,64,0.003665
omp,32,23,8,0.002879
omp,32,24,1024,0.165973
omp,32,24,128,0.012232
omp,32,24,2048,0.656189
omp,32,24,256,0.014411
omp,32,24,32,0.003040
omp,32,24,4096,2.542996
omp,32,24,512,0.043808
omp,32,24,64,0.003773
omp,32,24,8,0.002963
omp,32,25,1024,0.168233
omp,32,25,128,0.005997
omp,32,25,2048,0.664118
omp,32,25,256,0.014950
omp,32,25,32,0.003064
omp,32,25,4096,2.509034
omp,32,25,512,0.043411
omp,32,25,64,0.003663
omp,32,25,8,0.002893
omp,32,26,1024,0.167126
omp,32,26,128,0.005949
omp,32,26,2048,0.661472
omp,32,26,256,0.014190
omp,32,26,32,0.002991
omp,32,26,4096,2.516011
omp,32,26,512,0.044000
omp,32,26,64,0.003754
omp,32,26,8,0.002858
omp,32,27,1024,0.166685
omp,32,27,128,0.005844
omp,32,27,2048,0.658200
omp,32,27,256,0.014431
omp,32,27,32,0.003060
omp,32,27,4096,2.524408
omp,32,27,512,0.044410
omp,32,27,64,0.003932
omp,32,27,8,0.002936
omp,32,28,1024,0.167727
omp,32,28,128,0.005839
omp,32,28,2048,0.664489
omp,32,28,256,0.014177
omp,32,28,32,0.003154
omp,32,28,4096,2.513942
omp,32,28,512,0.043729
omp,32,28,64,0.003640
omp,32,28,8,0.002847
omp,32,29,1024,0.167383
omp,32,29,128,0.005799
omp,32,29,2048,0.659190
omp,32,29,256,0.014231
omp,32,29,32,0.003130
omp,32,29,4096,2.514290
omp,32,29,512,0.044396
omp,32,29,64,0.003875
omp,32,29,8,0.002878
omp,32,30,1024,0.167581
omp,32,30,128,0.005732
omp,32,30,2048,0.664257
omp,32,30,256,0.014055
omp,32,30,32,0.003091
omp,32,30,4096,2.531038
omp,32,30,512,0.043079
omp,32,30,64,0.003702
omp,32,30,8,0.002871
pth,1,1,1024,1.056055
pth,1,1,128,0.019583
pth,1,1,2048,4.263303
pth,1,1,256,0.071866
pth,1,1,32,0.002191
pth,1,1,4096,16.946460
pth,1,1,512,0.269457
pth,1,1,64,0.005817
pth,1,1,8,0.000978
pth,1,2,1024,1.053253
pth,1,2,128,0.019897
pth,1,2,2048,4.184172
pth,1,2,256,0.070819
pth,1,2,32,0.002311
pth,1,2,4096,16.793415
pth,1,2,512,0.268363
pth,1,2,64,0.005896
pth,1,2,8,0.001046
pth,1,3,1024,1.058120
pth,1,3,128,0.019892
pth,1,3,2048,4.260872
pth,1,3,256,0.070840
pth,1,3,32,0.002188
pth,1,3,4096,16.968718
pth,1,3,512,0.268831
pth,1,3,64,0.005711
pth,1,3,8,0.000728
pth,1,4,1024,1.052652
pth,1,4,128,0.019868
pth,1,4,2048,4.151803
pth,1,4,256,0.070952
pth,1,4,32,0.001915
pth,1,4,4096,17.006816
pth,1,4,512,0.267063
pth,1,4,64,0.006272
pth,1,4,8,0.000714
pth,1,5,1024,1.055570
pth,1,5,128,0.019680
pth,1,5,2048,4.165026
pth,1,5,256,0.070344
pth,1,5,32,0.002217
pth,1,5,4096,16.955023
pth,1,5,512,0.268320
pth,1,5,64,0.005842
pth,1,5,8,0.000885
pth,1,6,1024,1.062591
pth,1,6,128,0.019598
pth,1,6,2048,4.216947
pth,1,6,256,0.070524
pth,1,6,32,0.002079
pth,1,6,4096,17.000085
pth,1,6,512,0.270028
pth,1,6,64,0.005887
pth,1,6,8,0.000822
pth,1,7,1024,1.059830
pth,1,7,128,0.019481
pth,1,7,2048,4.221054
pth,1,7,256,0.070314
pth,1,7,32,0.002167
pth,1,7,4096,16.989404
pth,1,7,512,0.269048
pth,1,7,64,0.005617
pth,1,7,8,0.000752
pth,1,8,1024,1.055183
pth,1,8,128,0.019922
pth,1,8,2048,4.209262
pth,1,8,256,0.071033
pth,1,8,32,0.002043
pth,1,8,4096,16.698506
pth,1,8,512,0.270757
pth,1,8,64,0.005953
pth,1,8,8,0.000723
pth,1,9,1024,1.049715
pth,1,9,128,0.019611
pth,1,9,2048,4.191881
pth,1,9,256,0.071028
pth,1,9,32,0.002112
pth,1,9,4096,16.939770
pth,1,9,512,0.269829
pth,1,9,64,0.005895
pth,1,9,8,0.000803
pth,1,10,1024,1.054642
pth,1,10,128,0.019727
pth,1,10,2048,4.247248
pth,1,10,256,0.070874
pth,1,10,32,0.002083
pth,1,10,4096,16.960543
pth,1,10,512,0.269816
pth,1,10,64,0.005811
pth,1,10,8,0.000991
pth,1,11,1024,1.051925
pth,1,11,128,0.019995
pth,1,11,2048,4.198585
pth,1,11,256,0.071200
pth,1,11,32,0.001842
pth,1,11,4096,17.022642
pth,1,11,512,0.270368
pth,1,11,64,0.005778
pth,1,11,8,0.000942
pth,1,12,1024,1.055367
pth,1,12,128,0.019740
pth,1,12,2048,4.180004
pth,1,12,256,0.071223
pth,1,12,32,0.002132
pth,1,12,4096,16.940973
pth,1,12,512,0.267604
pth,1,12,64,0.006061
pth,1,12,8,0.001100
pth,1,13,1024,1.060472
pth,1,13,128,0.019681
pth,1,13,2048,4.188547
pth,1,13,256,0.071108
pth,1,13,32,0.002136
pth,1,13,4096,16.649382
pth,1,13,512,0.268649
pth,1,13,64,0.005631
pth,1,13,8,0.000978
pth,1,14,1024,1.054159
pth,1,14,128,0.020190
pth,1,14,2048,4.250377
pth,1,14,256,0.071116
pth,1,14,32,0.002355
pth,1,14,4096,16.980203
pth,1,14,512,0.269596
pth,1,14,64,0.005781
pth,1,14,8,0.000749
pth,1,15,1024,1.046195
pth,1,15,128,0.019216
pth,1,15,2048,4.185616
pth,1,15,256,0.071068
pth,1,15,32,0.002731
pth,1,15,4096,16.804406
pth,1,15,512,0.268820
pth,1,15,64,0.006216
pth,1,15,8,0.001010
pth,1,16,1024,1.057870
pth,1,16,128,0.020065
pth,1,16,2048,4.180265
pth,1,16,256,0.070587
pth,1,16,32,0.002188
pth,1,16,4096,16.597219
pth,1,16,512,0.269128
pth,1,16,64,0.006010
pth,1,16,8,0.000785
pth,1,17,1024,1.058501
pth,1,17,128,0.019300
pth,1,17,2048,4.186617
pth,1,17,256,0.070928
pth,1,17,32,0.002151
pth,1,17,4096,16.799040
pth,1,17,512,0.271910
pth,1,17,64,0.005821
pth,1,17,8,0.000709
pth,1,18,1024,1.056080
pth,1,18,128,0.019786
pth,1,18,2048,4.255793
pth,1,18,256,0.071125
pth,1,18,32,0.002092
pth,1,18,4096,16.964472
pth,1,18,512,0.268822
pth,1,18,64,0.005913
pth,1,18,8,0.000929
pth,1,19,1024,1.060320
pth,1,19,128,0.020111
pth,1,19,2048,4.183232
pth,1,19,256,0.071344
pth,1,19,32,0.002172
pth,1,19,4096,16.767901
pth,1,19,512,0.269467
pth,1,19,64,0.005840
pth,1,19,8,0.000973
pth,1,20,1024,1.132582
pth,1,20,128,0.019407
pth,1,20,2048,4.220200
pth,1,20,256,0.070498
pth,1,20,32,0.002406
pth,1,20,4096,16.982700
pth,1,20,512,0.270991
pth,1,20,64,0.005685
pth,1,20,8,0.000898
pth,1,21,1024,1.053229
pth,1,21,128,0.019482
pth,1,21,2048,4.220946
pth,1,21,256,0.070753
pth,1,21,32,0.002370
pth,1,21,4096,16.783237
pth,1,21,512,0.267162
pth,1,21,64,0.005813
pth,1,21,8,0.000746
pth,1,22,1024,1.054992
pth,1,22,128,0.019549
pth,1,22,2048,4.184100
pth,1,22,256,0.071193
pth,1,22,32,0.002132
pth,1,22,4096,17.166214
pth,1,22,512,0.273210
pth,1,22,64,0.005903
pth,1,22,8,0.000736
pth,1,23,1024,1.071315
pth,1,23,128,0.020205
pth,1,23,2048,4.266086
pth,1,23,256,0.071257
pth,1,23,32,0.002135
pth,1,23,4096,17.023090
pth,1,23,512,0.271393
pth,1,23,64,0.006072
pth,1,23,8,0.000786
pth,1,24,1024,1.060805
pth,1,24,128,0.020002
pth,1,24,2048,4.247828
pth,1,24,256,0.070708
pth,1,24,32,0.002212
pth,1,24,4096,16.995520
pth,1,24,512,0.270079
pth,1,24,64,0.005713
pth,1,24,8,0.000883
pth,1,25,1024,1.060923
pth,1,25,128,0.020193
pth,1,25,2048,4.241374
pth,1,25,256,0.071173
pth,1,25,32,0.002099
pth,1,25,4096,16.648649
pth,1,25,512,0.267934
pth,1,25,64,0.006203
pth,1,25,8,0.000773
pth,1,26,1024,1.052793
pth,1,26,128,0.019936
pth,1,26,2048,4.174109
pth,1,26,256,0.071470
pth,1,26,32,0.002152
pth,1,26,4096,16.581219
pth,1,26,512,0.269568
pth,1,26,64,0.006034
pth,1,26,8,0.000951
pth,1,27,1024,1.051549
pth,1,27,128,0.019752
pth,1,27,2048,4.180197
pth,1,27,256,0.070903
pth,1,27,32,0.002007
pth,1,27,4096,17.017265
pth,1,27,512,0.271130
pth,1,27,64,0.006112
pth,1,27,8,0.000775
pth,1,28,1024,1.057688
pth,1,28,128,0.020013
pth,1,28,2048,4.183710
pth,1,28,256,0.070444
pth,1,28,32,0.002472
pth,1,28,4096,16.637093
pth,1,28,512,0.268761
pth,1,28,64,0.005794
pth,1,28,8,0.000850
pth,1,29,1024,1.063352
pth,1,29,128,0.019739
pth,1,29,2048,4.191773
pth,1,29,256,0.070547
pth,1,29,32,0.002140
pth,1,29,4096,16.798271
pth,1,29,512,0.268813
pth,1,29,64,0.005811
pth,1,29,8,0.000947
pth,1,30,1024,1.061723
pth,1,30,128,0.019653
pth,1,30,2048,4.209292
pth,1,30,256,0.071399
pth,1,30,32,0.002327
pth,1,30,4096,16.837361
pth,1,30,512,0.269484
pth,1,30,64,0.005726
pth,1,30,8,0.000744
pth,2,1,1024,0.580823
pth,2,1,128,0.010779
pth,2,1,2048,2.154561
pth,2,1,256,0.037906
pth,2,1,32,0.001673
pth,2,1,4096,8.538885
pth,2,1,512,0.139953
pth,2,1,64,0.003461
pth,2,1,8,0.001131
pth,2,2,1024,0.543295
pth,2,2,128,0.010589
pth,2,2,2048,2.151049
pth,2,2,256,0.037882
pth,2,2,32,0.002021
pth,2,2,4096,8.553285
pth,2,2,512,0.139413
pth,2,2,64,0.003794
pth,2,2,8,0.001175
pth,2,3,1024,0.543855
pth,2,3,128,0.011377
pth,2,3,2048,2.164148
pth,2,3,256,0.038255
pth,2,3,32,0.001622
pth,2,3,4096,8.554111
pth,2,3,512,0.138712
pth,2,3,64,0.003685
pth,2,3,8,0.001055
pth,2,4,1024,0.543762
pth,2,4,128,0.010800
pth,2,4,2048,2.154372
pth,2,4,256,0.037818
pth,2,4,32,0.002175
pth,2,4,4096,8.552638
pth,2,4,512,0.138886
pth,2,4,64,0.003695
pth,2,4,8,0.001084
pth,2,5,1024,0.544229
pth,2,5,128,0.010842
pth,2,5,2048,2.159015
pth,2,5,256,0.037768
pth,2,5,32,0.001821
pth,2,5,4096,8.561824
pth,2,5,512,0.138772
pth,2,5,64,0.003978
pth,2,5,8,0.001005
pth,2,6,1024,0.543460
pth,2,6,128,0.010693
pth,2,6,2048,2.151282
pth,2,6,256,0.037560
pth,2,6,32,0.001871
pth,2,6,4096,8.554116
pth,2,6,512,0.139292
pth,2,6,64,0.004026
pth,2,6,8,0.001188
